Row,rpl_wcrobust0405_1,rpl_wcrobust0405_10,rpl_wcrobust0405_11,rpl_wcrobust0405_12,rpl_wcrobust0405_13,rpl_wcrobust0405_14,rpl_wcrobust0405_15,rpl_wcrobust0405_16,rpl_wcrobust0405_17,rpl_wcrobust0405_18,rpl_wcrobust0405_19,rpl_wcrobust0405_2,rpl_wcrobust0405_20,rpl_wcrobust0405_21,rpl_wcrobust0405_22,rpl_wcrobust0405_23,rpl_wcrobust0405_24,rpl_wcrobust0405_25,rpl_wcrobust0405_26,rpl_wcrobust0405_27,rpl_wcrobust0405_28,rpl_wcrobust0405_29,rpl_wcrobust0405_3,rpl_wcrobust0405_30,rpl_wcrobust0405_31,rpl_wcrobust0405_32,rpl_wcrobust0405_33,rpl_wcrobust0405_34,rpl_wcrobust0405_35,rpl_wcrobust0405_36,rpl_wcrobust0405_37,rpl_wcrobust0405_38,rpl_wcrobust0405_39,rpl_wcrobust0405_4,rpl_wcrobust0405_40,rpl_wcrobust0405_41,rpl_wcrobust0405_42,rpl_wcrobust0405_43,rpl_wcrobust0405_44,rpl_wcrobust0405_45,rpl_wcrobust0405_46,rpl_wcrobust0405_47,rpl_wcrobust0405_48,rpl_wcrobust0405_49,rpl_wcrobust0405_5,rpl_wcrobust0405_50,rpl_wcrobust0405_6,rpl_wcrobust0405_7,rpl_wcrobust0405_8,rpl_wcrobust0405_9
363,0.555555555555556,0.244444444444444,0.0222222222222222,0.111111111111111,-0.0222222222222222,0.333333333333333,-0.111111111111111,0.111111111111111,-0.2,0.244444444444444,0.155555555555556,0.111111111111111,0.0222222222222222,0.155555555555556,-0.0222222222222222,-0.111111111111111,-0.2,-0.0222222222222222,-0.555555555555556,0.244444444444444,0.2,0.111111111111111,0.555555555555556,0.0222222222222222,0.0222222222222222,-0.111111111111111,0.155555555555556,0.0222222222222222,0.0666666666666667,0.288888888888889,0.288888888888889,0.288888888888889,0.288888888888889,0.155555555555556,-0.0666666666666667,-0.2,0.288888888888889,-0.377777777777778,-0.0666666666666667,0.0222222222222222,0.511111111111111,0.155555555555556,0.0666666666666667,0.0222222222222222,-0.111111111111111,-0.0666666666666667,-0.111111111111111,0.0222222222222222,-0.555555555555556,-0.422222222222222
367,0.155555555555556,0.2,-0.2,-0.422222222222222,-0.0222222222222222,0.0666666666666667,0.422222222222222,-0.155555555555556,0.377777777777778,0.0222222222222222,-0.244444444444444,0.0666666666666667,0.511111111111111,-0.466666666666667,-0.244444444444444,0.511111111111111,-0.155555555555556,-0.155555555555556,0.155555555555556,-0.377777777777778,0.0222222222222222,-0.0222222222222222,0.155555555555556,-0.244444444444444,-0.111111111111111,0.511111111111111,0.0666666666666667,0.155555555555556,-0.422222222222222,0.288888888888889,0.0666666666666667,0.0666666666666667,0.0666666666666667,-0.466666666666667,-0.155555555555556,-0.288888888888889,0.0666666666666667,-0.333333333333333,0.0666666666666667,0.2,-0.155555555555556,-0.244444444444444,-0.0222222222222222,-0.377777777777778,-0.2,-0.0666666666666667,0.511111111111111,0.511111111111111,0.2,0.155555555555556
372,0.2,-0.377777777777778,0.111111111111111,-0.0666666666666667,-0.377777777777778,-0.0666666666666667,-0.244444444444444,0.155555555555556,0.2,-0.2,0.111111111111111,-0.0666666666666667,0.422222222222222,0.2,0.466666666666667,-0.0222222222222222,-0.0222222222222222,0.2,-0.2,-0.0222222222222222,-0.2,-0.0666666666666667,0.0666666666666667,0.0222222222222222,0.0666666666666667,-0.0222222222222222,-0.0666666666666667,0.111111111111111,-0.288888888888889,-0.288888888888889,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.2,0.0666666666666667,-0.288888888888889,0.111111111111111,-0.111111111111111,0.288888888888889,0.2,-0.111111111111111,0.511111111111111,0.2,0.377777777777778,0.244444444444444,0.466666666666667,-0.0222222222222222,0.422222222222222,-0.2,0.0222222222222222
375,0.555555555555556,-0.0222222222222222,0.0666666666666667,0.2,0.2,-0.0222222222222222,0.244444444444444,0.422222222222222,0.555555555555556,0.111111111111111,0.2,0.244444444444444,0.333333333333333,0.2,-0.155555555555556,0.155555555555556,0.466666666666667,0.377777777777778,0.511111111111111,0.111111111111111,-0.111111111111111,-0.244444444444444,0.555555555555556,-0.0666666666666667,0.111111111111111,0.0222222222222222,0.244444444444444,0.155555555555556,0.244444444444444,0.644444444444444,0.555555555555556,0.555555555555556,0.555555555555556,0.2,0.2,0.2,0.555555555555556,0.2,0.155555555555556,0.422222222222222,0.2,0.288888888888889,0.377777777777778,-0.466666666666667,-0.288888888888889,0.155555555555556,0.0222222222222222,0.333333333333333,0.511111111111111,0.333333333333333
378,-0.155555555555556,0.244444444444444,-0.244444444444444,-0.0666666666666667,-0.0222222222222222,0.2,-0.422222222222222,0.0666666666666667,0.2,-0.2,0.0222222222222222,0.0222222222222222,-0.0222222222222222,0.0222222222222222,0.244444444444444,0.111111111111111,0.155555555555556,0.377777777777778,0.244444444444444,0.2,0.244444444444444,-0.244444444444444,-0.155555555555556,0.0666666666666667,0.288888888888889,0.0666666666666667,0.0666666666666667,-0.0666666666666667,-0.0666666666666667,-0.422222222222222,-0.288888888888889,-0.244444444444444,-0.155555555555556,0.0222222222222222,-0.288888888888889,0.155555555555556,-0.111111111111111,0.466666666666667,-0.0222222222222222,-0.155555555555556,-0.0222222222222222,0.2,-0.0222222222222222,-0.377777777777778,0.155555555555556,0.0222222222222222,0.0666666666666667,-0.0222222222222222,0.244444444444444,0.2
379,0.244444444444444,0.377777777777778,-0.288888888888889,-0.155555555555556,-0.244444444444444,0.155555555555556,-0.244444444444444,0.244444444444444,0.0222222222222222,0.244444444444444,-0.0666666666666667,-0.155555555555556,-0.0666666666666667,-0.333333333333333,-0.288888888888889,-0.422222222222222,-0.155555555555556,0.333333333333333,-0.288888888888889,-0.0222222222222222,-0.422222222222222,0.0222222222222222,0.244444444444444,-0.422222222222222,0.333333333333333,0.111111111111111,-0.155555555555556,0.333333333333333,-0.288888888888889,0.422222222222222,-0.0222222222222222,-0.0222222222222222,-0.111111111111111,-0.0666666666666667,-0.2,-0.155555555555556,-0.111111111111111,-0.111111111111111,0.0666666666666667,0.155555555555556,0.0666666666666667,-0.155555555555556,-0.0222222222222222,0.0222222222222222,-0.0222222222222222,0.2,0.111111111111111,-0.0666666666666667,-0.288888888888889,0.0666666666666667
389,0.111111111111111,0.0222222222222222,0.2,-0.377777777777778,-0.333333333333333,0.2,0.155555555555556,0.288888888888889,-0.422222222222222,-0.288888888888889,-0.288888888888889,0.0222222222222222,-0.111111111111111,0.333333333333333,0.0666666666666667,0.155555555555556,0.511111111111111,-0.422222222222222,-0.377777777777778,-0.0666666666666667,0.2,-0.244444444444444,0.333333333333333,0.0666666666666667,-0.288888888888889,0.0222222222222222,0.0222222222222222,-0.244444444444444,-0.0222222222222222,0.155555555555556,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.111111111111111,-0.6,-0.244444444444444,-0.155555555555556,-0.244444444444444,0.866666666666667,-0.0666666666666667,0.333333333333333,0.2,-0.0666666666666667,0.511111111111111,0.0666666666666667,0.0222222222222222,-0.111111111111111,-0.377777777777778,-0.333333333333333
393,-0.111111111111111,0.0222222222222222,0.244444444444444,-0.0666666666666667,0.155555555555556,0.333333333333333,-0.0222222222222222,-0.155555555555556,-0.377777777777778,0.244444444444444,0.288888888888889,0.377777777777778,0.644444444444444,-0.0666666666666667,0.333333333333333,-0.0222222222222222,0.6,0.111111111111111,0.288888888888889,-0.0222222222222222,0.244444444444444,-0.111111111111111,-0.155555555555556,-0.111111111111111,0.111111111111111,0.2,0.377777777777778,-0.0666666666666667,-0.244444444444444,0.288888888888889,0.288888888888889,0.244444444444444,0.244444444444444,-0.0666666666666667,0.111111111111111,0.288888888888889,0.288888888888889,0.0666666666666667,-0.244444444444444,0.377777777777778,0.0666666666666667,0.155555555555556,0.377777777777778,0.288888888888889,0.0666666666666667,0.244444444444444,0.2,0.644444444444444,0.288888888888889,-0.0666666666666667
394,0.244444444444444,-0.2,0.466666666666667,0.155555555555556,-0.244444444444444,0.377777777777778,0.0666666666666667,0.244444444444444,0.288888888888889,0.6,-0.0666666666666667,0.244444444444444,0.377777777777778,0.555555555555556,0.155555555555556,-0.155555555555556,0.0666666666666667,0.2,0.0222222222222222,0.422222222222222,-0.0222222222222222,-0.0666666666666667,0.288888888888889,-0.2,0.111111111111111,0.2,0.244444444444444,-0.2,0.0222222222222222,-0.0666666666666667,-0.0666666666666667,0.2,0.2,0.555555555555556,-0.0666666666666667,-0.0666666666666667,0.2,-0.2,0.2,0.244444444444444,0.2,0.2,0.111111111111111,0.244444444444444,-0.111111111111111,0.333333333333333,0.2,0.377777777777778,0.0222222222222222,0.2
397,0.0222222222222222,0.111111111111111,-0.155555555555556,-0.0666666666666667,-0.155555555555556,-0.0222222222222222,0.377777777777778,0.155555555555556,-0.377777777777778,0.466666666666667,-0.466666666666667,-0.2,0.244444444444444,0.111111111111111,-0.0666666666666667,-0.511111111111111,-0.288888888888889,0.111111111111111,-0.244444444444444,0.155555555555556,0.2,0.333333333333333,0.0222222222222222,-0.288888888888889,0.377777777777778,-0.0222222222222222,-0.2,-0.377777777777778,-0.2,-0.2,0.111111111111111,0.2,-0.0222222222222222,0.111111111111111,-0.0666666666666667,-0.0666666666666667,0.644444444444444,0.2,-0.111111111111111,-0.0222222222222222,0.422222222222222,0.288888888888889,-0.111111111111111,0.6,0.0222222222222222,0.155555555555556,-0.0222222222222222,0.2,-0.244444444444444,-0.0666666666666667
399,-0.155555555555556,0.111111111111111,0.377777777777778,-0.0222222222222222,0.422222222222222,-0.111111111111111,0.333333333333333,-0.2,-0.2,-0.155555555555556,-0.0222222222222222,0.0222222222222222,0.333333333333333,0.333333333333333,-0.288888888888889,0.0666666666666667,-0.511111111111111,0.0222222222222222,-0.111111111111111,0.111111111111111,0.111111111111111,-0.155555555555556,-0.155555555555556,-0.155555555555556,-0.244444444444444,0.688888888888889,0.0222222222222222,-0.2,0.555555555555556,-0.155555555555556,-0.155555555555556,0.0222222222222222,0.0222222222222222,0.333333333333333,0.422222222222222,-0.0222222222222222,-0.0666666666666667,0.111111111111111,0.155555555555556,-0.111111111111111,0.466666666666667,0.377777777777778,0.333333333333333,-0.244444444444444,-0.155555555555556,0.111111111111111,0.0666666666666667,0.377777777777778,-0.111111111111111,-0.466666666666667
400,0.111111111111111,-0.155555555555556,0.155555555555556,-0.288888888888889,0.111111111111111,-0.333333333333333,-0.111111111111111,0.155555555555556,-0.0222222222222222,-0.0222222222222222,0.111111111111111,-0.111111111111111,0.422222222222222,-0.155555555555556,0.422222222222222,0.2,0.2,-0.155555555555556,0.111111111111111,-0.0666666666666667,-0.2,0.0666666666666667,0.111111111111111,0.688888888888889,-0.244444444444444,-0.111111111111111,-0.111111111111111,-0.155555555555556,-0.244444444444444,-0.244444444444444,-0.288888888888889,0.288888888888889,0.244444444444444,-0.0222222222222222,0.155555555555556,0.155555555555556,0.111111111111111,0.0222222222222222,0.2,0.155555555555556,0.288888888888889,0.0222222222222222,0.155555555555556,0.111111111111111,-0.111111111111111,0.155555555555556,0.0666666666666667,0.422222222222222,0.111111111111111,0.0666666666666667
404,0.333333333333333,-0.0666666666666667,-0.111111111111111,-0.2,-0.288888888888889,0.244444444444444,-0.0222222222222222,-0.466666666666667,-0.0666666666666667,-0.0666666666666667,0.0222222222222222,0.288888888888889,0.0222222222222222,0.155555555555556,-0.0666666666666667,0.466666666666667,0.422222222222222,0.111111111111111,-0.155555555555556,0.377777777777778,0.0666666666666667,0.0222222222222222,0.333333333333333,-0.244444444444444,0.0222222222222222,0.0222222222222222,0.288888888888889,0.6,-0.155555555555556,-0.155555555555556,0.288888888888889,0.288888888888889,0.288888888888889,0.155555555555556,0.155555555555556,-0.422222222222222,0.0222222222222222,0.155555555555556,0.422222222222222,-0.0222222222222222,-0.0666666666666667,-0.155555555555556,0.377777777777778,-0.111111111111111,0.111111111111111,-0.2,0.0222222222222222,0.0222222222222222,-0.155555555555556,-0.155555555555556
408,-0.288888888888889,0.377777777777778,-0.288888888888889,-0.111111111111111,0.111111111111111,0.0222222222222222,0.377777777777778,-0.111111111111111,-0.333333333333333,0.111111111111111,0.288888888888889,0.244444444444444,0.0666666666666667,-0.288888888888889,0.0666666666666667,-0.333333333333333,0.377777777777778,0.244444444444444,-0.288888888888889,-0.244444444444444,0.377777777777778,0.0222222222222222,-0.288888888888889,-0.0666666666666667,0.0666666666666667,0.244444444444444,0.244444444444444,-0.333333333333333,-0.111111111111111,0.111111111111111,-0.466666666666667,-0.466666666666667,-0.2,-0.288888888888889,-0.111111111111111,0.0666666666666667,-0.288888888888889,-0.155555555555556,0.2,0.111111111111111,0.155555555555556,-0.155555555555556,-0.0666666666666667,-0.333333333333333,-0.111111111111111,0.0222222222222222,0.377777777777778,0.0666666666666667,-0.288888888888889,0.155555555555556
